area,model,fit_time_sec,predict_time_sec
top1_5161,dhr_arma,7.1211464405059814,0.3059701919555664
top1_5161,lstm,362.73326992988586,2.028000593185425
top1_5161,transformer,524.0053312778473,2.2278032302856445
sq4159,dhr_arma,8.399353981018066,0.40848588943481445
sq4159,lstm,397.2767915725708,4.237808465957642
sq4159,transformer,382.21864199638367,3.1713201999664307
sq4556,dhr_arma,7.31242561340332,0.4099874496459961
sq4556,lstm,514.6395244598389,1.8496122360229492
sq4556,transformer,497.0982098579407,2.723217248916626
