model,MAE,RMSE,MAPE,R2
dhr_arma,26.99163376280771,35.86384952734347,6.33281167408815,0.9514386668794407
lstm,30.29739935435946,39.3539856566736,7.2467135871172355,0.9415271530854241
transformer,41.32721062312051,50.77404224188525,11.94569817416517,0.9026669632957491
