model,MAE,RMSE,MAPE,R2
dhr_arma,15.072817154281488,20.103202139918587,6.939149299233311,0.9728073204649366
lstm,18.68482232472253,23.99078070596968,9.144485977748795,0.9612733181758724
transformer,16.249191518813845,21.822425972796783,7.1757798893272255,0.9679574121766674
